title,authors,abstract,publish_text,year,publish,ref_wr,key_words,resource
计算机网络安全技术浅析,王秀和，杨明,"本文在介绍计算机网络安全概述的基础上,分析了计算机网络安全威胁产生的原因及方式,提出了计算机网络安全的防范措施.",,2007.0,,112,"网络,网络安全,措施",计算机网络安全技术浅析.pdf
计算机网络技术实验教学设计,徐建东，王海燕,计算机网络技术实验教学的设计包括分层次的实验教学目标体系的确定;新颖、实用的实验教学内容的选择;灵活、自主的实验教学过程的设计;合理、有效的实验教学效果评价等4个方面.同时提出了实验教学实施的平台和实验室环境要求.,,,,80,"计算机网络技术,实验教学设计,综合实践能力",计算机网络技术实验教学设计.pdf
浅析计算机网络安全防范措施,杨光，李非非，杨洋,"网络安全问题和网络犯罪的不断出现使网络使用者对关于网络安全的探讨也越来越重视,本文基于对计算机网络安全方面存在的问题,通过对信息泄露的途径、网络攻击手段的分析,探讨了计算机网络的安全管理,提出了网络安全防范的措施。",,2011.0,,113,"计算机,网络安全,防范",浅析计算机网络安全防范措施.pdf
计算机网络安全中的防火墙技术应用研究,马利，梁红杰,防火墙技术是计算机网络安全维护的主要途径，发挥高效的保护作用。随着计算机的应用与普及，网络安全成为社会比较关注的问题。社会针对计算机网络安全，提出诸多保护措施，其中防火墙技术的应用较为明显，不仅体现高水平的安全保护，同时营造安全、可靠的运行环境。因此，该文通过对计算机网络安全进行研究，分析防火墙技术的应用。,,2014.0,,90,"计算机,网络安全,防火墙技术",计算机网络安全中的防火墙技术应用研究.pdf
计算机网络技术对测控技术发展的促进作用,贾克斌,摘 要： 计算机网络技术的迅猛发展使人类社会各个领域的传统发展模式发生了深刻的变革，对测控技术的发展也产生了深远的影响。本文对处于计算机网络技术前沿的Ｉｎｔｒｎｅｔ的网络互连结构、通信协议、工作方式和Ｗｅｂ浏览等关键技术进行了分析。通过对测控系统技术要求的讨论，阐明了当前测控技术向着网络化、分布性和互操作性方向发展的特点，说明了计算机网络的体系结构、网络协议和组网技术对测控网络的渗透和影响。文章还以国际上典,,1998.0,,53,"计算机网络,INTERNET,测控技术,协议",计算机网络技术对测控技术发展的促进作用.pdf
浅析计算机网络安全问题及其防范措施,王涛,"随着计算机网络技术的飞速发展,在计算机网络的应用中,网络安全问题的重要性日益凸显,计算机网络安全问题越来越受到社会各界的关注。面对计算机网络中存在的安全隐患问题,采取相关措施保障计算机网络的安全显得至关重要,本文以计算机网络安全为切入点,在分析计算机网络安全问题的基础上,探讨了计算机网络安全的防范措施,旨在说明计算机网络安全的重要性,以期为保障计算机网络的安全提供参考。",,2013.0,,126,"计算机,网络安全,问题,防范措施",浅析计算机网络安全问题及其防范措施.pdf
计算机网络安全主要问题与对策,任红卫，邓飞其,"摘 要： 随着人们对网络依赖度的增加,网络安全问题也日益成为人们关注的焦点.文章介绍了计算机网络存在的隐患,及常见的攻击手段,重点阐述了保证计算机网络安全的主要方法和途径.",,2004.0,,33,"网络安全,安全隐患,加密技术,防火墙,存取控制,入侵检测,安全审计,信息系统",计算机网络安全主要问题与对策.pdf
论计算机网络环境下的详细审计,庄明来,摘 要： 伴随着计算机与网络的快速发展，审计师所面临的风险有增无减。而在其自身水平的提高难以一蹴而就情况下，寻求一条既能降低审计风险，又能面对日益复杂审计业务的途径，无疑是审计研究的一项重要课题。本文在分析计算机网络环境对审计影响的基础上，对详细审计在降低审计风险过程中所起的作用加以探讨，并就未来详细审计的改进提出若干意见。,,2003.0,,35,"计算机网络,详细审计,审计风险,审计技术",论计算机网络环境下的详细审计.pdf
计算机网络信息管理及其安全防护策略,朱亮,"摘 要： 互联网技术给我们带来很大的方便,同时也带来了许多的网络安全隐患,诸如陷门、网络数据窃密、木马挂马、黑客侵袭、病毒攻击之类的网络安全隐患一直都威胁着我们。计算机网络信息管理工作面临着巨大的挑战,如何在计算机网络这个大环境之下,确保其安全运行,完善安全防护策略,已经成为了相关工作人员最亟待解决的问题之一。该文首先分析了计算机网络信息管理工作中的安全问题,其次,从多个方面就如何有效加强计算机网络信息安全防护进行了深入的探讨,具有一定的参考价值。",,2012.0,,60,"计算机网络,信息管理,安全防护",计算机网络信息管理及其安全防护策略.pdf
图书馆计算机网络系统安全管理,杨新涯，赵晓燕,"论述了作为图书馆管理的重要环节——图书馆计算机网络系统的安全管理问题,包括如何保障系统的安全运行、病毒防治、WWW服务器的安全管理等问题,同时提出解决问题的办法.",,,,39,"图书馆,计算机网络,网络安全",图书馆计算机网络系统安全管理.pdf
计算机网络与犯罪,刘广三，杨厚瑞,"计算机网络的发展速度令人目不暇接。但是最能满足信息共享要求的最开放的网络系统恰恰是最不安全的系统,事实上信息共享与信息安全是网络上最大的悖论。由于受网络的影响,犯罪也呈现出新的形式和特点。网络不仅在犯罪中担任重要的角色,而且使有关犯罪的社会心态和个人心理发生相应的变化。特别应当指出的是,犯罪在一定程度上对网络的发展也具有积极的作用。",,2000.0,,64,"计算机网络,影响,犯罪",计算机网络与犯罪.pdf
计算机网络安全与防御,陈斌,"正目前,全世界军事、经济、社会、文化各方面都越来越依赖于计算机网络,人类社会对计算机网络的依赖度达到空前的记录。由于计算机网络极易受到攻击,这种高度依赖性使国家经济和国防安全变得十分“脆弱”。一旦计算机网络受到攻击, 不能正常工作,甚至全部瘫痪时,整个社会就会陷入危机。 1 计算机网络安全的现状据美国联邦调查局统计,美国每年因网络安全造成的损失高达75亿美元。据美国金融时报报道,世界上平均每 20分钟就发生一次入侵国际互联网络的计算机安全事件,1/3的防火墙被突破。美国联邦调查局计算机犯罪组负",,2006.0,,112,"计算机网络安全,防御,人类社会,国家经济,国防安全,依赖度,依赖性,攻击",计算机网络安全与防御.pdf
计算机网络课程教学改革探讨,胡庆辉，陆玉靖,"计算机网络是计算机相关专业的一门主干课程,也是理论性和应用性都非常强的一门专业。因此如何提高本课程的教学质量,应该采取一种什么样的手段和方法,一直以来都是很多专业老师讨论的话题,本文作者总结了自己几年的理论和实践教学经验,以供大家探讨。",,2011.0,,105,"计算机网络,双语教学,实验教学",计算机网络课程教学改革探讨.pdf
计算机网络故障分析及维护研究,霍扬，龚俭,"计算机技术与网络技术的结合实现人们生产、生活和学习模式的变革,计算机网络技术的便捷性、低成本性和快速性使得网络已经成为人们进行数据传输、存储和处理的一种重要方式之一,企业、政府部门等单位为了提高工作的效率分别建成了内部局域网、外部网,并将之与国际互联网进行了连接.在此背景下加强计算机网络故障查处及维护有利于进一步提高计算机网络的运行质量.",,2008.0,,34,"计算机网络,网络故障,故障分析,网络维护",计算机网络故障分析及维护研究.pdf
计算机网络安全问题的分析与探讨,王建军，李世英,"随着宽带业务的迅猛发展以及社会对网络的依赖,来自互联网的网络安全问题日益突显.本文简要地分析了计算机网络存在的几种安全隐患,并探讨了计算机网络的安全防范措施.",,2009.0,,108,"计算机网络安全,病毒防范,对策,技术",计算机网络安全问题的分析与探讨.pdf
“计算机网络”实验课程的教学探讨,琚生根，陈黎，周刚...,摘 要： “计算机网络”是计算机应用专业的必修课程之一，而实验课程是其重要而必不可少的环节。分析了计算机网络实验课程存在的弊端，针对实际情况，提出了适合本院实际需求的网络实验课程的教学体系，并取得了良好的教学效果。,,2013.0,,29,"实验课程,计算机网络,因特网",“计算机网络”实验课程的教学探讨.pdf
大数据时代计算机网络信息安全及防护策略研究,汪东芳，鞠杰,"大数据时代背景下的计算机网络信息安全防护更具有重要意义,文章通过对大数据时代下网络安全概述,分析了大数据时代背景下影响计算机网络安全的因素,并针对性提出了网络信息安全防护策略的几点建议。",,2015.0,,82,"大数据时代,计算机网络信息安全,防火墙技术,杀毒软件",大数据时代计算机网络信息安全及防护策略研究.pdf
计算机网络安全技术,罗明宇，卢锡城,摘 要：,,2000.0,,53,"计算机网络,网络安全,网络攻击,数据加密",计算机网络安全技术.pdf
计算机网络安全与防御,陈斌,"正目前,全世界军事、经济、社会、文化各方面都越来越依赖于计算机网络,人类社会对计算机网络的依赖度达到空前的记录。由于计算机网络极易受到攻击,这种高度依赖性使国家经济和国防安全变得十分“脆弱”。一旦计算机网络受到攻击, 不能正常工作,甚至全部瘫痪时,整个社会就会陷入危机。 1 计算机网络安全的现状据美国联邦调查局统计,美国每年因网络安全造成的损失高达75亿美元。据美国金融时报报道,世界上平均每 20分钟就发生一次入侵国际互联网络的计算机安全事件,1/3的防火墙被突破。美国联邦调查局计算机犯罪组负",,2006.0,,112,"计算机网络安全,防御,人类社会,国家经济,国防安全,依赖度,依赖性,攻击",计算机网络安全与防御.pdf
计算机网络信息安全及防护策略,崔磊,"随着计算机网络信息安全的快速发展,我国当前的计算机网络领域已经逐渐成熟。但是,随之而来的网络信息安全事故也越来越多,已经引起了人们的高度重视。我国也逐渐加大了网络信息安全的研发力度,虽然已经制定出很多有效的防护策略,但是已有的防护策略仍然满足不了我国计算机网络信息安全发展的需求。",,2016.0,,84,"计算机网络,信息安全,防护策略",大数据时代计算机网络信息安全及防护策略研究.pdf
计算机网络安全漏洞及防范措施解析,王希忠，郭轶，黄俊强...,"摘 要： 计算机网络的运行中,安全漏洞成为系统遭遇恶意攻击的主要途径,加强对计算机网络安全漏洞及防范措施的研究是十分重要的。对计算机网络安全漏洞的种类、计算机网络安全漏洞的成因及计算机网络安全漏洞的防范措施进行了分析和探讨。",,,,55,"计算机,网络,完全,漏洞,防范",计算机网络安全漏洞及防范措施解析.pdf
大型企业计算机网络安全实施方案,黄贤英，龚箭,"正 引言 计算机网络安全问题造成的影响将是灾难性的。计算机网络的安全与网络设备、网络软件(尤其是防病毒软件和网络管理软件)、备份措施,以及相关的网络管理措施等都有关系。",,2003.0,,37,"大型企业,计算机网络,网络安全,防火墙,交换机,入侵检测系统",大型企业计算机网络安全实施方案.pdf
工业计算机网络,张浩,"综述了作为工业自动化现代水平标志的工业计算机网络的由来与发展,总结出工业计算机网络的定义及其特征,即分散处理与集中管理、通信协议多样化、实时控制、资源优化配置以及网络安全等,并以新型集散控制系统和著名的Rockwell自动化工业网络为例加以说明.",,,,26,"工业计算机网络,集散控制系统,Rockwell自动化网络",工业计算机网络.pdf
计算机网络中的Push技术,李明，陈苏，张雨...,"Push是近年来网络信息传递的一种新技术.介绍了Push技术的概念和技术原理,阐述它在网络中的实现和应用.",,2000.0,,41,"推送,拉,频道,CDF",计算机网络中的Push技术.pdf
计算机网络防御策略模型,夏春和，魏玉娣，李肖坚...,"目前计算机网络防御研究中缺乏高层且易于细化的策略建模方法,因此在分析Or-BAC模型(Organization Based Access Control model)的基础上,对网络防御控制行为进行抽象,建立计算机网络防御策略模型(CNDPM,Computer Network Defense Policy Model).该模型对保护、检测和响应等策略进行统一建模,并引入角色、视图、活动自动分配的方法,以提高分配的效率,同时给出了策略到规则的推导规则,以细化为具体的防御规则.还给出了策略的完备性、有效性和一致性的形式化描述及分析.实例分析表明,该模型表示的计算机网络防御策略,能够有效地转化为防御规则,具有较好的实用性和扩展性.",,2008.0,,31,"计算机网络防御(CND),策略,PPDR模型,细化",计算机网络防御策略模型.pdf
计算机网络安全技术初探,谢成山，徐济仁，牛纪海,"摘 要： 本文介绍了网络安全的来源和TCP/IP协议的安全漏洞,同时介绍了当前网络采用的各种安全防范技术,对我们认识网络和网络安全具有很强的参考价值.",,2001.0,,59,"网络安全,TCP／IP协议,计算机网络",计算机网络安全技术初探.pdf
计算机网络协议测试及其发展,毕军，史美林,摘 要： 协议测试已经成为计算机网络和分布系统协议中最的领域之一。近年来，协议一致性测试技术得到了很好的发展和完善，与此同时，互操作测试和性能测试逐渐成为新的研究热点。本文在分析协议一致性测试的基础上，对协议测试的发展进行讨论。,,1996.0,,33,"协议工程学,协议测试,计算机网络",计算机网络协议测试及其发展.pdf
计算机网络安全应急响应技术的分析与研究,刘宝旭，马建民，池亚平,摘 要： 结合实际工作经验和研究成果，在分析安全应急响应技术发展动态的基础上，对网络入侵检测、事件隔离与应急恢复、取证、网络陷阱及诱骗等应急响应关键技术进行了分析和研究。构建了一个网络安全应急响应系统，并对系统的工作机制进行了分析。,,2007.0,,23,"应急响应,事件隔离,入侵检测,取证,陷阱",计算机网络安全应急响应技术的分析与研究.pdf
浅析计算机网络安全问题及其防范措施,梁树杰,"随着科学技术的发展,计算机网络技术得到了迅猛发展,应用力度也逐渐加大,彻底颠覆了人们的生活方式和习惯.计算机网络在带给人们生活以便捷化的同时,其安全方面也随之面临诸多风险.本文从多个角度,对计算机网络安全问题进行了探讨,并提出了相关防范措施,旨在加快计算机网络安全水平的提升,以便更好地服务于人们.",,2013.0,,60,"网络安全,计算机,病毒,黑客,防范措施",浅析计算机网络安全问题及其防范措施.pdf
计算机网络与远程教育,宋红，李珍香,"详尽论述了现代远程教育的含义、主要研究内容及作用和意义,并介绍了基于计算机网络的实时远程、远程考试和远程答疑系统及VRML在远程教育中的应用.",,2000.0,,40,"远程教育,多媒体,VRML,Internet",计算机网络与远程教育.pdf
计算机网络扫描技术研究,张义荣，赵志超，鲜明...,"从TCP/IP协议的基本原理出发,讨论了计算机网络扫描技术的理论基础,对当前网络扫描的主要技术-端口扫描和远程操作系统扫描的内在机制作了扼要的分类和阐述,并初步探讨了网络扫描中逃避检测的方法。在此基础上,就先进的网络扫描器的设计思路提出了自己的建议,并给出了一个网络脆弱性扫描器实现的概念模型。",,2004.0,,38,"网络扫描,TCP/IP协议,端口扫描,远程操作系统扫描,网络扫描器",计算机网络扫描技术研究.pdf
计算机网络课程实验教学探讨,付雪峰，刘有珠，徐文飞...,"计算机网络课程实验教学是理解网络原理的重要手段,通过分析当前计算机网络教学现状与实验课程的主要内容,在参照其他院校计算机网络实验课程方案和立足于学校现有的计算机网络实验的软、硬件的基础上,探讨了计算机网络实验教学项目的设计与安排。",,2008.0,,40,"计算机网络,实验教学,实验设计",计算机网络课程实验教学探讨.pdf
计算机网络信息管理及其安全,□ 严玮,"摘 要： 网络信息管理不同于传统的网络管理和信息管理,它的管理内容主要是网络信息及其服务,这种管 理需求在OSI管理框架以及相关文档中没有明确提出过.本文对这个新的研究领域做了有益的研究尝试.本文介绍了网络信息管理的定义及其管理内容.在此基础 上,分析了网络信息管理涉及到的安全问题,着重研究了其中的安全访问控制策略,并结合传输访问控制及安全监测方面的先进技术,提出了网络信息管理的安全构 架.并已经将其应用于国家863重点项目""计算机网络管理与安全系统""中.",,2006.0,,23,"计算机网络,信息管理,访问控制,安全监测,网络安全",计算机网络信息管理及其安全.pdf
计算机网络课程实验的改革与实践,吕立坚，赵明，李静滨,"针对目前计算机网络实验教学的现状,对计算机网络实验教学体系进行探讨,提出一些改革设想和实践方案,促使学生在理论联系实际、独立思考、设计、创新和动手能力方面得到实质性锻炼.",,2006.0,,38,"网络实验,实验教学,教学改革",计算机网络课程实验的改革与实践.pdf
开放型计算机网络实验室建设,蔡久评，况和平，周强,"从高校开放型计算机网络实验室建设的需求出发,提出了建设开放型计算机网络实验室的建设的目标、建设的原则、硬件与软件的构成.",,,,29,"计算机网络实验,开放型实验室,实验室建设,实验教学",开放型计算机网络实验室建设.pdf
浅谈计算机网络安全问题及其对策,黄寅,"如今,人类社会已经进入了网络时代,互联网无处不在,已经进入了人们生活的各个角落,无论办公、娱乐,人们生活中的各种活动都已经离不开网络。与此同时也就带来了一个很严重的问题就是网络安全问题。网络安全问题在互联网飞速发展的今天变得越来越突出。该文就网络安全问题的现状进行简单的分析,并提出了网络安全的防护从技术层面和制度层面的对策。",,2012.0,,75,"网络安全,现状,对策",浅谈计算机网络安全问题及其对策.pdf
计算机网络系统在细菌耐药监测中的应用,周来新，黄庆，府伟灵...,"目的计算机网络系统应用于医院细菌耐药监测的思路和措施.方法总 结国内外细菌耐药监测的实践经验与相关文献报道.结果以局域网为基础,以互联网为目标,分级分批地建立监测系统是计算机网络系统的最终发展目标,而建立分 级预警系统和标准化的抗菌药物评判知识库则是其成功运用的关键.结论数字化、电子化、智能化和人性化的细菌耐药监测系统是医院感染监测的必然发展趋势.",,2005.0,,24,"医院感染,组织与管理,计算机网络系统,细菌耐药监测",计算机网络系统在细菌耐药监测中的应用.pdf
基于计算机网络技术的计算机网络信息安全及其防护策略,陈冬梅,"随着现代科学技术的发展,计算机网络技术已经应用到我们生产生活的各个领域,计算机网络具有开放性和共享性的特点,导致计算机网络的安全问题的产生,尤其是计算机网络信息安全问题,网络信息安全关系到整个社会和国家的网络安全.本文针对计算机网络信息安全存在的问题进行了分析,提出了应用计算机网络技术保护网络信息安全的防护策略.",,2017.0,,40,"网络技术,网络信息安全,防护策略,计算机网络",基于计算机网络技术的计算机网络信息安全及其防护策略.pdf
计算机网络实验教学改革,方芸，高仲合，高博文...,摘 要： 针对目前高校计算机网络实验教学的现状及计算机网络实验教学的特点，并结合学院的实际情况，从实验教学内容及形式方法等方面进行了探讨，提出了关于计算机网络实验教学的改革方法。,,2008.0,,38,"计算机网络,实验,教学,教学改革",计算机网络实验教学改革.pdf
计算机网络课程实验教学研究,王春枝，欧阳勇,"分析了目前计算机网络课程教学的现状和实验的现状,针对计算机网络课程教学实验环节薄弱的问题,研究了计算机网络课程实验教学改革的必要性,制定了相应的教学方案和措施。该研究对计算机专业教学改革和创新人才的培养具有一定的意义。",,,,30,"计算机网络,能力培养,措施,计算机科技",计算机网络课程实验教学研究.pdf
计算机网络脆弱性评估技术研究,夏阳，陆余良，杨国正,"计算机网络安全脆弱性评估是网络安全领域的研究热点.该文提出了计算机网络脆弱性评估的研究目标,指出了在研究过程中存在的若干问题.从总体上分析了近年来针对计算机网络脆弱性评估的若干研究方法和技术,包括从网络连通性进行网络评估、基于入侵路径的网络安全性评估、基于图的网络脆弱性分析、网络脆弱性分析工具、基于Agent的网络脆弱性分析、运用层次分析法的网络脆弱性评估以及基于漏洞依赖关系图的网络脆弱性评估等,同时指出了每种方法的可取之处及存在问题.",,,,21,"计算机网络,脆弱性,评估",计算机网络脆弱性评估技术研究.pdf
